0	2.000000
2	2.000000
4	2.000000
6	2.000000
8	2.000000
10	2.000000
12	2.000000
14	2.000000
16	2.000000
18	2.000000
20	2.000000
22	2.000000
24	2.000000
26	2.000000
28	2.000000
30	2.000000
32	2.000000
34	2.000000
36	2.000000
38	2.000000
40	2.000000
42	2.000000
44	2.000000
46	0.621852
48	0.621852
50	0.621852
52	0.621852
54	0.621852
56	0.621852
58	0.621852
60	0.621852
62	0.621852
64	0.621852
66	0.621852
68	0.621852
70	0.621852
72	0.621852
74	0.621852
76	0.621852
78	0.621852
80	0.621852
82	0.621852
84	0.621852
86	0.621852
88	0.621852
90	0.621852
92	0.621852
94	0.621852
96	0.621852
98	0.621852
100	2.000000
102	0.593929
104	0.593929
106	0.593929
108	0.593929
110	0.593929
112	0.593929
114	0.593929
116	0.593929
118	0.593929
120	0.593929
122	0.593929
124	0.593929
126	0.593929
128	0.593929
130	0.593929
132	0.593929
134	0.593929
136	0.593929
138	0.593929
140	0.593929
142	0.593929
144	0.593929
146	0.593929
148	0.593929
150	0.593929
152	0.593929
154	0.593929
156	0.593929
158	2.000000
160	2.000000
162	2.000000
164	2.000000
166	2.000000
168	2.000000
170	2.000000
172	2.000000
174	2.000000
176	2.000000
178	2.000000
180	2.000000
Angular width:54 Width:0.634 Angle:73 Distance:0.6 Number:1
Angular width:56 Width:0.632 Angle:130 Distance:0.6 Number:2
